Estimated optical constants of the Tagish Lake meteorite, from Roush,
Meteoritics and Planetary Science, v. 38, no. 3, 419-426, 2003.
  Wavelength Frequency  real     imaginary
  (microns)    (cm-1)   index      index
    2.6861   3722.87   1.69079  4.7008E-03
    2.6847   3724.81   1.69083  4.6679E-03
    2.6833   3726.75   1.69086  4.6848E-03
    2.6819   3728.70   1.69087  4.6938E-03
    2.6805   3730.65   1.69087  4.6735E-03
    2.6791   3732.60   1.69103  4.6504E-03
    2.6778   3734.41   1.69080  4.6455E-03
    2.6764   3736.36   1.69095  4.6515E-03
    2.6750   3738.32   1.69095  4.6459E-03
    2.6736   3740.28   1.69096  4.6307E-03
    2.6722   3742.23   1.69111  4.6478E-03
    2.6709   3744.06   1.69086  4.6544E-03
    2.6695   3746.02   1.69100  4.6209E-03
    2.6681   3747.99   1.69101  4.6038E-03
    2.6667   3749.95   1.69117  4.6149E-03
    2.6654   3751.78   1.69094  4.6175E-03
    2.6640   3753.75   1.69113  4.6070E-03
    2.6626   3755.73   1.69150  4.6047E-03
    2.6613   3757.56   1.68991  4.6081E-03
    2.6585   3761.52   1.69122  4.6055E-03
    2.6558   3765.34   1.69111  4.6087E-03
    2.6531   3769.18   1.69111  4.6068E-03
    2.6504   3773.02   1.69112  4.6000E-03
    2.6477   3776.86   1.69113  4.6188E-03
    2.6450   3780.72   1.69112  4.6303E-03
    2.6423   3784.58   1.69111  4.6102E-03
    2.6396   3788.45   1.69112  4.5876E-03
    2.6369   3792.33   1.69113  4.5707E-03
    2.6342   3796.22   1.69114  4.5677E-03
    2.6315   3800.11   1.69122  4.5739E-03
    2.6289   3803.87   1.69110  4.5662E-03
    2.6262   3807.78   1.69117  4.5658E-03
    2.6235   3811.70   1.69123  4.5649E-03
    2.6209   3815.48   1.69118  4.5464E-03
    2.6183   3819.27   1.69113  4.5470E-03
    2.6156   3823.21   1.69126  4.5566E-03
    2.6130   3827.02   1.69113  4.5476E-03
    2.6103   3830.98   1.69126  4.5414E-03
    2.6077   3834.80   1.69120  4.5421E-03
    2.6051   3838.62   1.69121  4.5500E-03
    2.6025   3842.46   1.69121  4.5474E-03
    2.5999   3846.30   1.69121  4.5348E-03
    2.5973   3850.15   1.69121  4.5229E-03
    2.5947   3854.01   1.69122  4.5171E-03
    2.5921   3857.88   1.69123  4.5224E-03
    2.5895   3861.75   1.69123  4.5184E-03
    2.5869   3865.63   1.69123  4.5162E-03
    2.5843   3869.52   1.69123  4.5194E-03
    2.5817   3873.42   1.69130  4.5171E-03
    2.5792   3877.17   1.69116  4.5169E-03
    2.5766   3881.08   1.69130  4.5047E-03
    2.5741   3884.85   1.69116  4.5028E-03
    2.5715   3888.78   1.69131  4.4818E-03
    2.5690   3892.57   1.69118  4.4759E-03
    2.5664   3896.51   1.69133  4.5036E-03
    2.5639   3900.31   1.69117  4.5137E-03
    2.5613   3904.27   1.69130  4.4902E-03
    2.5588   3908.08   1.69123  4.4737E-03
    2.5563   3911.90   1.69124  4.4598E-03
    2.5538   3915.73   1.69126  4.4528E-03
    2.5513   3919.57   1.69120  4.4680E-03
    2.5487   3923.57   1.69132  4.4814E-03
    2.5462   3927.42   1.69124  4.4545E-03
    2.5437   3931.28   1.69126  4.4404E-03
    2.5412   3935.15   1.69126  4.4613E-03
    2.5387   3939.02   1.69133  4.4603E-03
    2.5363   3942.75   1.69120  4.4492E-03
    2.5338   3946.64   1.69127  4.4566E-03
    2.5313   3950.54   1.69125  4.4554E-03
    2.5288   3954.44   1.69132  4.4299E-03
    2.5264   3958.20   1.69118  4.4261E-03
    2.5239   3962.12   1.69133  4.4152E-03
    2.5215   3965.89   1.69120  4.3975E-03
    2.5190   3969.83   1.69136  4.4094E-03
    2.5166   3973.62   1.69121  4.4274E-03
    2.5141   3977.57   1.69134  4.4250E-03
    2.5117   3981.37   1.69127  4.4222E-03
    2.5093   3985.18   1.69120  4.4169E-03
    2.5068   3989.15   1.69133  4.4022E-03
    2.5044   3992.97   1.69127  4.3970E-03
    2.5020   3996.80   1.69128  4.3987E-03
    2.4996   4000.64   1.69128  4.4017E-03
    2.4972   4004.49   1.69128  4.3925E-03
    2.4948   4008.34   1.69127  4.3911E-03
    2.4924   4012.20   1.69128  4.3782E-03
    2.4900   4016.06   1.69128  4.3767E-03
    2.4876   4019.94   1.69128  4.3885E-03
    2.4852   4023.82   1.69128  4.3714E-03
    2.4828   4027.71   1.69128  4.3605E-03
    2.4804   4031.61   1.69136  4.3714E-03
    2.4781   4035.35   1.69122  4.3714E-03
    2.4757   4039.26   1.69128  4.3584E-03
    2.4733   4043.18   1.69136  4.3564E-03
    2.4710   4046.94   1.69121  4.3673E-03
    2.4686   4050.88   1.69135  4.3545E-03
    2.4663   4054.66   1.69121  4.3349E-03
    2.4639   4058.61   1.69136  4.3460E-03
    2.4616   4062.40   1.69129  4.3517E-03
    2.4593   4066.20   1.69121  4.3400E-03
    2.4569   4070.17   1.69135  4.3203E-03
    2.4546   4073.98   1.69129  4.3097E-03
    2.4523   4077.80   1.69131  4.3171E-03
    2.4500   4081.63   1.69132  4.3257E-03
    2.4477   4085.47   1.69124  4.3421E-03
    2.4453   4089.48   1.69136  4.3492E-03
    2.4430   4093.33   1.69127  4.3240E-03
    2.4407   4097.19   1.69136  4.3067E-03
    2.4385   4100.88   1.69123  4.2998E-03
    2.4362   4104.75   1.69132  4.2936E-03
    2.4339   4108.63   1.69132  4.3094E-03
    2.4316   4112.52   1.69131  4.3191E-03
    2.4293   4116.41   1.69130  4.3169E-03
    2.4270   4120.31   1.69138  4.3135E-03
    2.4248   4124.05   1.69123  4.3122E-03
    2.4225   4127.97   1.69130  4.2885E-03
    2.4202   4131.89   1.69138  4.2928E-03
    2.4180   4135.65   1.69124  4.3035E-03
    2.4157   4139.59   1.69139  4.2951E-03
    2.4135   4143.36   1.69124  4.2986E-03
    2.4112   4147.31   1.69138  4.3000E-03
    2.4090   4151.10   1.69131  4.2996E-03
    2.4068   4154.89   1.69123  4.2924E-03
    2.4045   4158.87   1.69137  4.2855E-03
    2.4023   4162.68   1.69130  4.2900E-03
    2.4001   4166.49   1.69123  4.2868E-03
    2.3978   4170.49   1.69136  4.2755E-03
    2.3956   4174.32   1.69129  4.2644E-03
    2.3934   4178.16   1.69131  4.2567E-03
    2.3912   4182.00   1.69131  4.2684E-03
    2.3890   4185.85   1.69130  4.2808E-03
    2.3868   4189.71   1.69130  4.2582E-03
    2.3846   4193.58   1.69131  4.2451E-03
    2.3824   4197.45   1.69131  4.2552E-03
    2.3802   4201.33   1.69130  4.2618E-03
    2.3780   4205.21   1.69138  4.2531E-03
    2.3759   4208.93   1.69124  4.2507E-03
    2.3737   4212.83   1.69131  4.2535E-03
    2.3715   4216.74   1.69130  4.2531E-03
    2.3693   4220.66   1.69137  4.2462E-03
    2.3672   4224.40   1.69122  4.2400E-03
    2.3650   4228.33   1.69138  4.2347E-03
    2.3629   4232.09   1.69123  4.2338E-03
    2.3607   4236.03   1.69139  4.2396E-03
    2.3586   4239.80   1.69123  4.2509E-03
    2.3564   4243.76   1.69138  4.2511E-03
    2.3543   4247.55   1.69121  4.2415E-03
    2.3521   4251.52   1.69136  4.2274E-03
    2.3500   4255.32   1.69129  4.2234E-03
    2.3479   4259.13   1.69130  4.2231E-03
    2.3458   4262.94   1.69122  4.2155E-03
    2.3436   4266.94   1.69137  4.2133E-03
    2.3415   4270.77   1.69129  4.2167E-03
    2.3394   4274.60   1.69129  4.2155E-03
    2.3373   4278.44   1.69129  4.2071E-03
    2.3352   4282.29   1.69129  4.1988E-03
    2.3331   4286.14   1.69130  4.1956E-03
    2.3310   4290.00   1.69130  4.1926E-03
    2.3289   4293.87   1.69130  4.2041E-03
    2.3268   4297.75   1.69130  4.2095E-03
    2.3247   4301.63   1.69128  4.2048E-03
    2.3226   4305.52   1.69136  4.1992E-03
    2.3206   4309.23   1.69120  4.1909E-03
    2.3185   4313.13   1.69128  4.1648E-03
    2.3164   4317.04   1.69137  4.1614E-03
    2.3144   4320.77   1.69122  4.1672E-03
    2.3123   4324.70   1.69130  4.1629E-03
    2.3102   4328.63   1.69137  4.1642E-03
    2.3082   4332.38   1.69122  4.1693E-03
    2.3061   4336.33   1.69137  4.1708E-03
    2.3041   4340.09   1.69121  4.1565E-03
    2.3020   4344.05   1.69137  4.1428E-03
    2.3000   4347.83   1.69122  4.1420E-03
    2.2979   4351.80   1.69137  4.1321E-03
    2.2959   4355.59   1.69131  4.1240E-03
    2.2939   4359.39   1.69125  4.1330E-03
    2.2918   4363.38   1.69140  4.1512E-03
    2.2898   4367.19   1.69131  4.1524E-03
    2.2878   4371.01   1.69131  4.1529E-03
    2.2858   4374.84   1.69131  4.1432E-03
    2.2838   4378.67   1.69132  4.1373E-03
    2.2818   4382.51   1.69124  4.1326E-03
    2.2797   4386.54   1.69139  4.1326E-03
    2.2777   4390.39   1.69131  4.1477E-03
    2.2757   4394.25   1.69131  4.1422E-03
    2.2737   4398.12   1.69130  4.1257E-03
    2.2717   4401.99   1.69140  4.1178E-03
    2.2698   4405.67   1.69125  4.1279E-03
    2.2678   4409.56   1.69133  4.1418E-03
    2.2658   4413.45   1.69132  4.1447E-03
    2.2638   4417.35   1.69131  4.1407E-03
    2.2618   4421.26   1.69139  4.1396E-03
    2.2599   4424.97   1.69123  4.1432E-03
    2.2579   4428.89   1.69131  4.1407E-03
    2.2559   4432.82   1.69138  4.1300E-03
    2.2540   4436.56   1.69123  4.1287E-03
    2.2520   4440.50   1.69140  4.1270E-03
    2.2501   4444.25   1.69123  4.1475E-03
    2.2481   4448.20   1.69138  4.1499E-03
    2.2462   4451.96   1.69121  4.1324E-03
    2.2442   4455.93   1.69138  4.1215E-03
    2.2423   4459.71   1.69121  4.1187E-03
    2.2403   4463.69   1.69138  4.1266E-03
    2.2384   4467.48   1.69129  4.1306E-03
    2.2365   4471.27   1.69121  4.1247E-03
    2.2345   4475.27   1.69136  4.1215E-03
    2.2326   4479.08   1.69128  4.1183E-03
    2.2307   4482.90   1.69128  4.1187E-03
    2.2288   4486.72   1.69128  4.1007E-03
    2.2269   4490.55   1.69129  4.0856E-03
    2.2250   4494.38   1.69122  4.1020E-03
    2.2230   4498.43   1.69136  4.1110E-03
    2.2211   4502.27   1.69127  4.0963E-03
    2.2192   4506.13   1.69128  4.0847E-03
    2.2173   4509.99   1.69128  4.0948E-03
    2.2154   4513.86   1.69136  4.0948E-03
    2.2136   4517.53   1.69120  4.0839E-03
    2.2117   4521.41   1.69130  4.0798E-03
    2.2098   4525.30   1.69129  4.0948E-03
    2.2079   4529.19   1.69128  4.1012E-03
    2.2060   4533.09   1.69127  4.0980E-03
    2.2041   4537.00   1.69135  4.0941E-03
    2.2023   4540.71   1.69119  4.0888E-03
    2.2004   4544.63   1.69127  4.0864E-03
    2.1985   4548.56   1.69135  4.0858E-03
    2.1967   4552.28   1.69118  4.0804E-03
    2.1948   4556.22   1.69135  4.0693E-03
    2.1930   4559.96   1.69118  4.0809E-03
    2.1911   4563.92   1.69125  4.0794E-03
    2.1892   4567.88   1.69133  4.0589E-03
    2.1874   4571.64   1.69126  4.0520E-03
    2.1856   4575.40   1.69118  4.0565E-03
    2.1837   4579.38   1.69135  4.0599E-03
    2.1819   4583.16   1.69117  4.0542E-03
    2.1800   4587.16   1.69134  4.0559E-03
    2.1782   4590.95   1.69126  4.0599E-03
    2.1764   4594.74   1.69117  4.0518E-03
    2.1745   4598.76   1.69133  4.0362E-03
    2.1727   4602.57   1.69125  4.0339E-03
    2.1709   4606.38   1.69126  4.0465E-03
    2.1691   4610.21   1.69125  4.0473E-03
    2.1673   4614.04   1.69125  4.0292E-03
    2.1655   4617.87   1.69126  4.0337E-03
    2.1637   4621.71   1.69126  4.0452E-03
    2.1619   4625.56   1.69125  4.0386E-03
    2.1601   4629.42   1.69125  4.0399E-03
    2.1583   4633.28   1.69124  4.0381E-03
    2.1565   4637.14   1.69124  4.0273E-03
    2.1547   4641.02   1.69124  4.0230E-03
    2.1529   4644.90   1.69123  4.0204E-03
    2.1511   4648.78   1.69124  4.0031E-03
    2.1493   4652.68   1.69124  4.0038E-03
    2.1475   4656.58   1.69133  4.0048E-03
    2.1458   4660.27   1.69116  4.0040E-03
    2.1440   4664.18   1.69125  4.0108E-03
    2.1422   4668.10   1.69123  4.0025E-03
    2.1404   4672.02   1.69133  3.9868E-03
    2.1387   4675.74   1.69116  3.9945E-03
    2.1369   4679.68   1.69125  3.9995E-03
    2.1351   4683.62   1.69133  3.9974E-03
    2.1334   4687.35   1.69115  3.9963E-03
    2.1316   4691.31   1.69133  3.9934E-03
    2.1299   4695.06   1.69115  3.9804E-03
    2.1281   4699.03   1.69134  3.9755E-03
    2.1264   4702.78   1.69116  3.9875E-03
    2.1246   4706.77   1.69133  3.9874E-03
    2.1229   4710.54   1.69124  3.9811E-03
    2.1212   4714.31   1.69116  3.9799E-03
    2.1194   4718.32   1.69132  3.9971E-03
    2.1177   4722.10   1.69122  3.9945E-03
    2.1160   4725.90   1.69123  3.9714E-03
    2.1143   4729.70   1.69115  3.9555E-03
    2.1125   4733.73   1.69132  3.9590E-03
    2.1108   4737.54   1.69124  3.9628E-03
    2.1091   4741.36   1.69124  3.9764E-03
    2.1074   4745.18   1.69124  3.9811E-03
    2.1057   4749.01   1.69123  3.9725E-03
    2.1040   4752.85   1.69114  3.9645E-03
    2.1022   4756.92   1.69131  3.9458E-03
    2.1005   4760.77   1.69122  3.9436E-03
    2.0988   4764.63   1.69123  3.9465E-03
    2.0971   4768.49   1.69133  3.9517E-03
    2.0955   4772.13   1.69115  3.9687E-03
    2.0938   4776.01   1.69123  3.9724E-03
    2.0921   4779.89   1.69122  3.9528E-03
    2.0904   4783.77   1.69122  3.9403E-03
    2.0887   4787.67   1.69123  3.9390E-03
    2.0870   4791.57   1.69123  3.9458E-03
    2.0853   4795.47   1.69132  3.9577E-03
    2.0837   4799.16   1.69113  3.9548E-03
    2.0820   4803.07   1.69122  3.9447E-03
    2.0803   4807.00   1.69121  3.9418E-03
    2.0786   4810.93   1.69130  3.9498E-03
    2.0770   4814.64   1.69111  3.9357E-03
    2.0753   4818.58   1.69130  3.9147E-03
    2.0737   4822.30   1.69113  3.9196E-03
    2.0720   4826.25   1.69122  3.9306E-03
    2.0703   4830.22   1.69130  3.9253E-03
    2.0687   4833.95   1.69112  3.9169E-03
    2.0670   4837.93   1.69130  3.9220E-03
    2.0654   4841.68   1.69121  3.9180E-03
    2.0638   4845.43   1.69112  3.9152E-03
    2.0621   4849.43   1.69130  3.9139E-03
    2.0605   4853.19   1.69111  3.9073E-03
    2.0588   4857.20   1.69129  3.8987E-03
    2.0572   4860.98   1.69121  3.8927E-03
    2.0556   4864.76   1.69113  3.8976E-03
    2.0539   4868.79   1.69130  3.8967E-03
    2.0523   4872.58   1.69121  3.8914E-03
    2.0507   4876.38   1.69123  3.8969E-03
    2.0491   4880.19   1.69113  3.9066E-03
    2.0474   4884.24   1.69129  3.8989E-03
    2.0458   4888.06   1.69120  3.8837E-03
    2.0442   4891.89   1.69121  3.8748E-03
    2.0426   4895.72   1.69122  3.8792E-03
    2.0410   4899.56   1.69123  3.8832E-03
    2.0394   4903.40   1.69123  3.8914E-03
    2.0378   4907.25   1.69122  3.9002E-03
    2.0362   4911.11   1.69121  3.8967E-03
    2.0346   4914.97   1.69121  3.8874E-03
    2.0330   4918.84   1.69121  3.8940E-03
    2.0314   4922.71   1.69121  3.8956E-03
    2.0298   4926.59   1.69120  3.8799E-03
    2.0282   4930.48   1.69121  3.8711E-03
    2.0266   4934.37   1.69121  3.8775E-03
    2.0250   4938.27   1.69131  3.8887E-03
    2.0235   4941.93   1.69112  3.8865E-03
    2.0219   4945.84   1.69121  3.8854E-03
    2.0203   4949.76   1.69120  3.8887E-03
    2.0187   4953.68   1.69129  3.8863E-03
    2.0172   4957.37   1.69110  3.8762E-03
    2.0156   4961.30   1.69119  3.8691E-03
    2.0140   4965.24   1.69129  3.8672E-03
    2.0125   4968.94   1.69111  3.8718E-03
    2.0109   4972.90   1.69119  3.8759E-03
    2.0093   4976.86   1.69128  3.8749E-03
    2.0078   4980.58   1.69108  3.8629E-03
    2.0062   4984.55   1.69128  3.8581E-03
    2.0047   4988.28   1.69109  3.8467E-03
    2.0031   4992.26   1.69129  3.8378E-03
    2.0016   4996.00   1.69110  3.8429E-03
    2.0000   5000.00   1.69129  3.8491E-03
    1.9985   5003.75   1.69120  3.8575E-03
    1.9970   5007.51   1.69111  3.8629E-03
    1.9954   5011.53   1.69129  3.8594E-03
    1.9939   5015.30   1.69119  3.8694E-03
    1.9924   5019.07   1.69109  3.8630E-03
    1.9908   5023.11   1.69127  3.8484E-03
    1.9893   5026.89   1.69117  3.8458E-03
    1.9878   5030.69   1.69119  3.8449E-03
    1.9863   5034.49   1.69109  3.8466E-03
    1.9847   5038.54   1.69127  3.8455E-03
    1.9832   5042.36   1.69117  3.8387E-03
    1.9817   5046.17   1.69118  3.8389E-03
    1.9802   5049.99   1.69118  3.8370E-03
    1.9787   5053.82   1.69118  3.8429E-03
    1.9772   5057.66   1.69117  3.8473E-03
    1.9757   5061.50   1.69117  3.8392E-03
    1.9742   5065.34   1.69118  3.8321E-03
    1.9727   5069.19   1.69107  3.8414E-03
    1.9711   5073.31   1.69134  3.8400E-03
    1.9697   5076.92   1.69105  3.8229E-03
    1.9682   5080.78   1.69116  3.8132E-03
    1.9667   5084.66   1.69116  3.8158E-03
    1.9652   5088.54   1.69116  3.8268E-03
    1.9637   5092.43   1.69115  3.8224E-03
    1.9622   5096.32   1.69115  3.8098E-03
    1.9607   5100.22   1.69115  3.8118E-03
    1.9592   5104.12   1.69125  3.8048E-03
    1.9578   5107.77   1.69106  3.8063E-03
    1.9563   5111.69   1.69116  3.8160E-03
    1.9548   5115.61   1.69114  3.8072E-03
    1.9533   5119.54   1.69125  3.7977E-03
    1.9519   5123.21   1.69106  3.8019E-03
    1.9504   5127.15   1.69115  3.8066E-03
    1.9489   5131.10   1.69124  3.8092E-03
    1.9475   5134.79   1.69104  3.7955E-03
    1.9460   5138.75   1.69114  3.7914E-03
    1.9445   5142.71   1.69123  3.7909E-03
    1.9431   5146.42   1.69103  3.7817E-03
    1.9416   5150.39   1.69124  3.7742E-03
    1.9402   5154.11   1.69104  3.7764E-03
    1.9387   5158.10   1.69125  3.7795E-03
    1.9373   5161.82   1.69104  3.7753E-03
    1.9358   5165.82   1.69125  3.7702E-03
    1.9344   5169.56   1.69105  3.7744E-03
    1.9329   5173.57   1.69125  3.7764E-03
    1.9315   5177.32   1.69115  3.7832E-03
    1.9301   5181.08   1.69105  3.7931E-03
    1.9286   5185.11   1.69123  3.7814E-03
    1.9272   5188.88   1.69113  3.7658E-03
    1.9258   5192.65   1.69104  3.7552E-03
    1.9243   5196.69   1.69124  3.7664E-03
    1.9229   5200.48   1.69113  3.7762E-03
    1.9215   5204.27   1.69114  3.7728E-03
    1.9201   5208.06   1.69103  3.7612E-03
    1.9186   5212.13   1.69122  3.7548E-03
    1.9172   5215.94   1.69112  3.7486E-03
    1.9158   5219.75   1.69113  3.7451E-03
    1.9144   5223.57   1.69114  3.7404E-03
    1.9130   5227.39   1.69115  3.7512E-03
    1.9116   5231.22   1.69115  3.7675E-03
    1.9102   5235.05   1.69104  3.7651E-03
    1.9087   5239.17   1.69122  3.7638E-03
    1.9073   5243.01   1.69111  3.7491E-03
    1.9059   5246.86   1.69112  3.7501E-03
    1.9045   5250.72   1.69112  3.7504E-03
    1.9031   5254.58   1.69112  3.7532E-03
    1.9017   5258.45   1.69111  3.7631E-03
    1.9003   5262.33   1.69109  3.7415E-03
    1.8989   5266.21   1.69121  3.7111E-03
    1.8976   5269.81   1.69102  3.7177E-03
    1.8962   5273.71   1.69113  3.7305E-03
    1.8948   5277.60   1.69112  3.7341E-03
    1.8934   5281.50   1.69111  3.7242E-03
    1.8920   5285.41   1.69110  3.7222E-03
    1.8906   5289.33   1.69121  3.7180E-03
    1.8893   5292.97   1.69101  3.7129E-03
    1.8879   5296.89   1.69112  3.7127E-03
    1.8865   5300.82   1.69111  3.7177E-03
    1.8851   5304.76   1.69122  3.7246E-03
    1.8838   5308.42   1.69101  3.7237E-03
    1.8824   5312.37   1.69110  3.7213E-03
    1.8810   5316.32   1.69120  3.7111E-03
    1.8797   5320.00   1.69100  3.7043E-03
    1.8783   5323.96   1.69110  3.7043E-03
    1.8769   5327.93   1.69121  3.7041E-03
    1.8756   5331.63   1.69099  3.7068E-03
    1.8742   5335.61   1.69121  3.6944E-03
    1.8729   5339.31   1.69100  3.6862E-03
    1.8715   5343.31   1.69122  3.6931E-03
    1.8702   5347.02   1.69100  3.7014E-03
    1.8688   5351.03   1.69121  3.6951E-03
    1.8675   5354.75   1.69099  3.6918E-03
    1.8661   5358.77   1.69120  3.6880E-03
    1.8648   5362.51   1.69111  3.6926E-03
    1.8635   5366.25   1.69100  3.6973E-03
    1.8621   5370.28   1.69120  3.6957E-03
    1.8608   5374.03   1.69109  3.6845E-03
    1.8595   5377.79   1.69099  3.6880E-03
    1.8581   5381.84   1.69119  3.6863E-03
    1.8568   5385.61   1.69109  3.6757E-03
    1.8555   5389.38   1.69099  3.6677E-03
    1.8541   5393.45   1.69119  3.6667E-03
    1.8528   5397.24   1.69109  3.6735E-03
    1.8515   5401.03   1.69110  3.6851E-03
    1.8502   5404.82   1.69098  3.6671E-03
    1.8488   5408.91   1.69118  3.6457E-03
    1.8475   5412.72   1.69108  3.6547E-03
    1.8462   5416.53   1.69109  3.6461E-03
    1.8449   5420.35   1.69110  3.6473E-03
    1.8436   5424.17   1.69111  3.6578E-03
    1.8423   5428.00   1.69111  3.6693E-03
    1.8410   5431.83   1.69111  3.6730E-03
    1.8397   5435.67   1.69099  3.6646E-03
    1.8383   5439.81   1.69119  3.6609E-03
    1.8370   5443.66   1.69107  3.6646E-03
    1.8357   5447.51   1.69107  3.6561E-03
    1.8344   5451.37   1.69120  3.6439E-03
    1.8332   5454.94   1.69087  3.6358E-03
    1.8318   5459.11   1.69131  3.6387E-03
    1.8306   5462.69   1.69098  3.6440E-03
    1.8293   5466.57   1.69110  3.6550E-03
    1.8280   5470.46   1.69109  3.6569E-03
    1.8267   5474.35   1.69109  3.6461E-03
    1.8254   5478.25   1.69109  3.6488E-03
    1.8241   5482.16   1.69108  3.6554E-03
    1.8228   5486.07   1.69119  3.6563E-03
    1.8216   5489.68   1.69097  3.6530E-03
    1.8203   5493.60   1.69108  3.6468E-03
    1.8190   5497.53   1.69107  3.6402E-03
    1.8177   5501.46   1.69106  3.6338E-03
    1.8164   5505.40   1.69118  3.6358E-03
    1.8152   5509.03   1.69096  3.6387E-03
    1.8139   5512.98   1.69106  3.6400E-03
    1.8126   5516.94   1.69116  3.6279E-03
    1.8114   5520.59   1.69095  3.6078E-03
    1.8101   5524.56   1.69107  3.6087E-03
    1.8088   5528.53   1.69118  3.6162E-03
    1.8076   5532.20   1.69095  3.6219E-03
    1.8063   5536.18   1.69118  3.6168E-03
    1.8051   5539.86   1.69095  3.6052E-03
    1.8038   5543.85   1.69119  3.6065E-03
    1.8026   5547.54   1.69096  3.6195E-03
    1.8013   5551.55   1.69107  3.6142E-03
    1.8000   5555.56   1.69117  3.6063E-03
    1.7988   5559.26   1.69095  3.6136E-03
    1.7975   5563.28   1.69117  3.6105E-03
    1.7963   5567.00   1.69106  3.6142E-03
    1.7951   5570.72   1.69095  3.6091E-03
    1.7938   5574.76   1.69117  3.5975E-03
    1.7926   5578.49   1.69094  3.5963E-03
    1.7913   5582.54   1.69116  3.5919E-03
    1.7901   5586.28   1.69106  3.5891E-03
    1.7889   5590.03   1.69096  3.5858E-03
    1.7876   5594.09   1.69117  3.5966E-03
    1.7864   5597.85   1.69106  3.6019E-03
    1.7852   5601.61   1.69095  3.5950E-03
    1.7839   5605.70   1.69116  3.5876E-03
    1.7827   5609.47   1.69105  3.5869E-03
    1.7815   5613.25   1.69107  3.5928E-03
    1.7803   5617.03   1.69095  3.5880E-03
    1.7790   5621.14   1.69116  3.5891E-03
    1.7778   5624.93   1.69104  3.5919E-03
    1.7766   5628.73   1.69104  3.5895E-03
    1.7754   5632.53   1.69104  3.5756E-03
    1.7742   5636.34   1.69106  3.5737E-03
    1.7730   5640.16   1.69094  3.5805E-03
    1.7717   5644.30   1.69115  3.5715E-03
    1.7705   5648.12   1.69104  3.5703E-03
    1.7693   5651.95   1.69105  3.5712E-03
    1.7681   5655.79   1.69105  3.5728E-03
    1.7669   5659.63   1.69104  3.5834E-03
    1.7657   5663.48   1.69103  3.5840E-03
    1.7645   5667.33   1.69102  3.5745E-03
    1.7633   5671.18   1.69102  3.5501E-03
    1.7621   5675.05   1.69103  3.5384E-03
    1.7609   5678.91   1.69104  3.5444E-03
    1.7597   5682.79   1.69104  3.5375E-03
    1.7585   5686.66   1.69104  3.5452E-03
    1.7573   5690.55   1.69104  3.5415E-03
    1.7561   5694.44   1.69116  3.5455E-03
    1.7550   5698.01   1.69093  3.5503E-03
    1.7538   5701.90   1.69106  3.5417E-03
    1.7526   5705.81   1.69105  3.5521E-03
    1.7514   5709.72   1.69104  3.5622E-03
    1.7502   5713.63   1.69103  3.5488E-03
    1.7490   5717.55   1.69102  3.5461E-03
    1.7478   5721.48   1.69114  3.5364E-03
    1.7467   5725.08   1.69092  3.5254E-03
    1.7455   5729.02   1.69105  3.5305E-03
    1.7443   5732.96   1.69103  3.5389E-03
    1.7431   5736.91   1.69115  3.5298E-03
    1.7420   5740.53   1.69092  3.5250E-03
    1.7408   5744.49   1.69104  3.5320E-03
    1.7396   5748.45   1.69115  3.5397E-03
    1.7385   5752.09   1.69091  3.5259E-03
    1.7373   5756.06   1.69116  3.5146E-03
    1.7362   5759.71   1.69094  3.5280E-03
    1.7350   5763.69   1.69104  3.5448E-03
    1.7338   5767.68   1.69114  3.5452E-03
    1.7327   5771.34   1.69090  3.5272E-03
    1.7315   5775.34   1.69115  3.5239E-03
    1.7304   5779.01   1.69091  3.5252E-03
    1.7292   5783.02   1.69115  3.5157E-03
    1.7281   5786.70   1.69092  3.5182E-03
    1.7269   5790.72   1.69103  3.5322E-03
    1.7257   5794.75   1.69113  3.5298E-03
    1.7246   5798.45   1.69089  3.5188E-03
    1.7234   5802.48   1.69113  3.5126E-03
    1.7223   5806.19   1.69102  3.5111E-03
    1.7212   5809.90   1.69091  3.5131E-03
    1.7200   5813.95   1.69114  3.5009E-03
    1.7189   5817.67   1.69090  3.4992E-03
    1.7177   5821.74   1.69114  3.5144E-03
    1.7166   5825.47   1.69102  3.5107E-03
    1.7155   5829.20   1.69091  3.5023E-03
    1.7143   5833.28   1.69113  3.5045E-03
    1.7132   5837.03   1.69102  3.5051E-03
    1.7121   5840.78   1.69090  3.4999E-03
    1.7109   5844.88   1.69112  3.4985E-03
    1.7098   5848.64   1.69101  3.4910E-03
    1.7087   5852.40   1.69090  3.4857E-03
    1.7075   5856.52   1.69113  3.4846E-03
    1.7064   5860.29   1.69101  3.4930E-03
    1.7053   5864.07   1.69101  3.4954E-03
    1.7042   5867.86   1.69101  3.4895E-03
    1.7031   5871.65   1.69102  3.4853E-03
    1.7020   5875.44   1.69090  3.4849E-03
    1.7008   5879.59   1.69112  3.4783E-03
    1.6997   5883.39   1.69100  3.4756E-03
    1.6986   5887.20   1.69101  3.4796E-03
    1.6975   5891.02   1.69101  3.4803E-03
    1.6964   5894.84   1.69102  3.4721E-03
    1.6953   5898.66   1.69102  3.4749E-03
    1.6942   5902.49   1.69102  3.4849E-03
    1.6931   5906.33   1.69102  3.4873E-03
    1.6920   5910.17   1.69090  3.4666E-03
    1.6908   5914.36   1.69113  3.4582E-03
    1.6897   5918.21   1.69101  3.4712E-03
