From Marzo et al. (2004) Adv. Space Res., 33, 2246-2251
selenite
  Wavelength
  (microns)       n           k       Q/a theor   Q/a experim
  0.1080D+02  0.1504D+01  0.6084D-01  0.9465D+03  0.9546D+03
  0.1081D+02  0.1503D+01  0.6056D-01  0.9415D+03  0.9500D+03
  0.1082D+02  0.1503D+01  0.6029D-01  0.9366D+03  0.9458D+03
  0.1083D+02  0.1502D+01  0.6001D-01  0.9317D+03  0.9410D+03
  0.1085D+02  0.1501D+01  0.5975D-01  0.9269D+03  0.9359D+03
  0.1086D+02  0.1500D+01  0.5948D-01  0.9221D+03  0.9312D+03
  0.1087D+02  0.1499D+01  0.5922D-01  0.9177D+03  0.9269D+03
  0.1088D+02  0.1499D+01  0.5897D-01  0.9130D+03  0.9226D+03
  0.1090D+02  0.1498D+01  0.5871D-01  0.9085D+03  0.9181D+03
  0.1090D+02  0.1497D+01  0.5859D-01  0.9039D+03  0.9139D+03
  0.1091D+02  0.1497D+01  0.5834D-01  0.8995D+03  0.9099D+03
  0.1093D+02  0.1496D+01  0.5810D-01  0.8951D+03  0.9061D+03
  0.1094D+02  0.1495D+01  0.5786D-01  0.8907D+03  0.9020D+03
  0.1095D+02  0.1494D+01  0.5762D-01  0.8866D+03  0.8977D+03
  0.1097D+02  0.1494D+01  0.5739D-01  0.8824D+03  0.8932D+03
  0.1098D+02  0.1493D+01  0.5716D-01  0.8782D+03  0.8891D+03
  0.1099D+02  0.1492D+01  0.5693D-01  0.8740D+03  0.8853D+03
  0.1100D+02  0.1491D+01  0.5671D-01  0.8700D+03  0.8815D+03
  0.1101D+02  0.1491D+01  0.5660D-01  0.8659D+03  0.8774D+03
  0.1102D+02  0.1490D+01  0.5638D-01  0.8622D+03  0.8734D+03
  0.1104D+02  0.1489D+01  0.5617D-01  0.8582D+03  0.8700D+03
  0.1105D+02  0.1489D+01  0.5596D-01  0.8544D+03  0.8667D+03
  0.1106D+02  0.1488D+01  0.5575D-01  0.8505D+03  0.8632D+03
  0.1107D+02  0.1487D+01  0.5555D-01  0.8468D+03  0.8597D+03
  0.1109D+02  0.1486D+01  0.5535D-01  0.8430D+03  0.8567D+03
  0.1110D+02  0.1485D+01  0.5515D-01  0.8394D+03  0.8539D+03
  0.1111D+02  0.1485D+01  0.5506D-01  0.8359D+03  0.8506D+03
  0.1112D+02  0.1484D+01  0.5487D-01  0.8324D+03  0.8470D+03
  0.1113D+02  0.1484D+01  0.5468D-01  0.8288D+03  0.8436D+03
  0.1115D+02  0.1483D+01  0.5449D-01  0.8254D+03  0.8405D+03
  0.1116D+02  0.1482D+01  0.5431D-01  0.8219D+03  0.8375D+03
  0.1117D+02  0.1481D+01  0.5413D-01  0.8185D+03  0.8341D+03
  0.1119D+02  0.1481D+01  0.5396D-01  0.8154D+03  0.8309D+03
  0.1120D+02  0.1480D+01  0.5378D-01  0.8121D+03  0.8282D+03
  0.1121D+02  0.1479D+01  0.5361D-01  0.8089D+03  0.8258D+03
  0.1122D+02  0.1479D+01  0.5353D-01  0.8057D+03  0.8231D+03
  0.1123D+02  0.1478D+01  0.5337D-01  0.8025D+03  0.8199D+03
  0.1125D+02  0.1477D+01  0.5320D-01  0.7994D+03  0.8169D+03
  0.1126D+02  0.1476D+01  0.5305D-01  0.7964D+03  0.8146D+03
  0.1127D+02  0.1476D+01  0.5289D-01  0.7935D+03  0.8123D+03
  0.1129D+02  0.1475D+01  0.5274D-01  0.7906D+03  0.8095D+03
  0.1130D+02  0.1474D+01  0.5259D-01  0.7877D+03  0.8068D+03
  0.1131D+02  0.1474D+01  0.5244D-01  0.7848D+03  0.8046D+03
  0.1133D+02  0.1473D+01  0.5230D-01  0.7820D+03  0.8028D+03
  0.1133D+02  0.1472D+01  0.5223D-01  0.7792D+03  0.8006D+03
  0.1135D+02  0.1472D+01  0.5209D-01  0.7764D+03  0.7977D+03
  0.1136D+02  0.1471D+01  0.5196D-01  0.7739D+03  0.7945D+03
  0.1138D+02  0.1470D+01  0.5183D-01  0.7712D+03  0.7916D+03
  0.1139D+02  0.1469D+01  0.5170D-01  0.7686D+03  0.7893D+03
  0.1140D+02  0.1469D+01  0.5157D-01  0.7660D+03  0.7870D+03
  0.1142D+02  0.1468D+01  0.5145D-01  0.7635D+03  0.7842D+03
  0.1143D+02  0.1467D+01  0.5133D-01  0.7610D+03  0.7812D+03
  0.1144D+02  0.1467D+01  0.5127D-01  0.7587D+03  0.7789D+03
  0.1145D+02  0.1466D+01  0.5115D-01  0.7563D+03  0.7770D+03
  0.1147D+02  0.1465D+01  0.5104D-01  0.7540D+03  0.7743D+03
  0.1148D+02  0.1465D+01  0.5093D-01  0.7517D+03  0.7708D+03
  0.1149D+02  0.1464D+01  0.5082D-01  0.7494D+03  0.7680D+03
  0.1151D+02  0.1463D+01  0.5072D-01  0.7472D+03  0.7665D+03
  0.1152D+02  0.1463D+01  0.5062D-01  0.7450D+03  0.7649D+03
  0.1154D+02  0.1462D+01  0.5052D-01  0.7429D+03  0.7621D+03
  0.1155D+02  0.1461D+01  0.5042D-01  0.7408D+03  0.7590D+03
  0.1156D+02  0.1461D+01  0.5038D-01  0.7388D+03  0.7567D+03
  0.1157D+02  0.1460D+01  0.5029D-01  0.7367D+03  0.7548D+03
  0.1159D+02  0.1459D+01  0.5020D-01  0.7348D+03  0.7524D+03
  0.1160D+02  0.1459D+01  0.5011D-01  0.7328D+03  0.7494D+03
  0.1161D+02  0.1458D+01  0.5003D-01  0.7309D+03  0.7465D+03
  0.1163D+02  0.1457D+01  0.4995D-01  0.7291D+03  0.7447D+03
  0.1164D+02  0.1456D+01  0.4987D-01  0.7273D+03  0.7433D+03
  0.1166D+02  0.1456D+01  0.4980D-01  0.7255D+03  0.7413D+03
  0.1167D+02  0.1455D+01  0.4973D-01  0.7238D+03  0.7387D+03
  0.1168D+02  0.1455D+01  0.4970D-01  0.7221D+03  0.7364D+03
  0.1169D+02  0.1454D+01  0.4963D-01  0.7204D+03  0.7350D+03
  0.1171D+02  0.1453D+01  0.4957D-01  0.7189D+03  0.7338D+03
  0.1172D+02  0.1452D+01  0.4951D-01  0.7173D+03  0.7320D+03
  0.1174D+02  0.1452D+01  0.4945D-01  0.7157D+03  0.7297D+03
  0.1175D+02  0.1451D+01  0.4939D-01  0.7142D+03  0.7279D+03
  0.1177D+02  0.1450D+01  0.4934D-01  0.7127D+03  0.7269D+03
  0.1178D+02  0.1449D+01  0.4929D-01  0.7113D+03  0.7255D+03
  0.1180D+02  0.1449D+01  0.4925D-01  0.7099D+03  0.7232D+03
  0.1180D+02  0.1448D+01  0.4923D-01  0.7086D+03  0.7208D+03
  0.1182D+02  0.1448D+01  0.4918D-01  0.7073D+03  0.7197D+03
  0.1183D+02  0.1447D+01  0.4915D-01  0.7060D+03  0.7191D+03
  0.1185D+02  0.1446D+01  0.4911D-01  0.7048D+03  0.7177D+03
  0.1186D+02  0.1445D+01  0.4908D-01  0.7036D+03  0.7153D+03
  0.1188D+02  0.1445D+01  0.4905D-01  0.7024D+03  0.7133D+03
  0.1189D+02  0.1444D+01  0.4902D-01  0.7013D+03  0.7124D+03
  0.1191D+02  0.1443D+01  0.4900D-01  0.7003D+03  0.7119D+03
  0.1192D+02  0.1443D+01  0.4899D-01  0.6992D+03  0.7103D+03
  0.1193D+02  0.1442D+01  0.4897D-01  0.6982D+03  0.7080D+03
  0.1195D+02  0.1441D+01  0.4895D-01  0.6972D+03  0.7064D+03
  0.1196D+02  0.1441D+01  0.4894D-01  0.6963D+03  0.7058D+03
  0.1198D+02  0.1440D+01  0.4893D-01  0.6954D+03  0.7049D+03
  0.1199D+02  0.1439D+01  0.4892D-01  0.6946D+03  0.7030D+03
  0.1201D+02  0.1438D+01  0.4891D-01  0.6937D+03  0.7014D+03
  0.1202D+02  0.1438D+01  0.4891D-01  0.6930D+03  0.7008D+03
  0.1204D+02  0.1437D+01  0.4891D-01  0.6922D+03  0.7005D+03
  0.1204D+02  0.1437D+01  0.4892D-01  0.6915D+03  0.6996D+03
  0.1206D+02  0.1436D+01  0.4892D-01  0.6908D+03  0.6982D+03
  0.1208D+02  0.1435D+01  0.4893D-01  0.6902D+03  0.6970D+03
  0.1209D+02  0.1434D+01  0.4894D-01  0.6896D+03  0.6965D+03
  0.1211D+02  0.1434D+01  0.4896D-01  0.6891D+03  0.6961D+03
  0.1212D+02  0.1433D+01  0.4897D-01  0.6885D+03  0.6953D+03
  0.1214D+02  0.1432D+01  0.4900D-01  0.6881D+03  0.6941D+03
  0.1215D+02  0.1431D+01  0.4902D-01  0.6876D+03  0.6933D+03
  0.1217D+02  0.1431D+01  0.4905D-01  0.6872D+03  0.6932D+03
  0.1218D+02  0.1430D+01  0.4906D-01  0.6868D+03  0.6932D+03
  0.1219D+02  0.1430D+01  0.4909D-01  0.6865D+03  0.6923D+03
  0.1221D+02  0.1429D+01  0.4913D-01  0.6862D+03  0.6912D+03
  0.1222D+02  0.1428D+01  0.4917D-01  0.6860D+03  0.6913D+03
  0.1224D+02  0.1427D+01  0.4921D-01  0.6858D+03  0.6924D+03
  0.1226D+02  0.1426D+01  0.4925D-01  0.6856D+03  0.6928D+03
  0.1227D+02  0.1426D+01  0.4930D-01  0.6854D+03  0.6919D+03
  0.1229D+02  0.1425D+01  0.4935D-01  0.6853D+03  0.6912D+03
  0.1230D+02  0.1425D+01  0.4938D-01  0.6853D+03  0.6917D+03
  0.1231D+02  0.1424D+01  0.4943D-01  0.6852D+03  0.6922D+03
  0.1233D+02  0.1423D+01  0.4949D-01  0.6852D+03  0.6917D+03
  0.1234D+02  0.1422D+01  0.4955D-01  0.6853D+03  0.6910D+03
  0.1236D+02  0.1421D+01  0.4962D-01  0.6854D+03  0.6913D+03
  0.1238D+02  0.1421D+01  0.4969D-01  0.6855D+03  0.6925D+03
  0.1239D+02  0.1420D+01  0.4976D-01  0.6856D+03  0.6932D+03
  0.1241D+02  0.1419D+01  0.4984D-01  0.6858D+03  0.6927D+03
  0.1243D+02  0.1418D+01  0.4991D-01  0.6861D+03  0.6919D+03
  0.1243D+02  0.1418D+01  0.4995D-01  0.6864D+03  0.6917D+03
  0.1245D+02  0.1417D+01  0.5004D-01  0.6867D+03  0.6921D+03
  0.1247D+02  0.1416D+01  0.5012D-01  0.6870D+03  0.6922D+03
  0.1248D+02  0.1416D+01  0.5021D-01  0.6874D+03  0.6918D+03
  0.1250D+02  0.1415D+01  0.5031D-01  0.6878D+03  0.6916D+03
  0.1252D+02  0.1414D+01  0.5040D-01  0.6883D+03  0.6921D+03
  0.1253D+02  0.1413D+01  0.5051D-01  0.6888D+03  0.6926D+03
  0.1255D+02  0.1412D+01  0.5061D-01  0.6893D+03  0.6922D+03
  0.1257D+02  0.1412D+01  0.5072D-01  0.6899D+03  0.6914D+03
  0.1257D+02  0.1411D+01  0.5077D-01  0.6905D+03  0.6911D+03
  0.1259D+02  0.1410D+01  0.5088D-01  0.6912D+03  0.6919D+03
  0.1261D+02  0.1410D+01  0.5100D-01  0.6919D+03  0.6928D+03
  0.1263D+02  0.1409D+01  0.5112D-01  0.6926D+03  0.6928D+03
  0.1264D+02  0.1408D+01  0.5124D-01  0.6934D+03  0.6924D+03
  0.1266D+02  0.1407D+01  0.5137D-01  0.6942D+03  0.6925D+03
  0.1268D+02  0.1406D+01  0.5150D-01  0.6950D+03  0.6932D+03
  0.1269D+02  0.1406D+01  0.5163D-01  0.6959D+03  0.6934D+03
  0.1270D+02  0.1405D+01  0.5170D-01  0.6968D+03  0.6926D+03
  0.1272D+02  0.1404D+01  0.5184D-01  0.6978D+03  0.6920D+03
  0.1274D+02  0.1403D+01  0.5198D-01  0.6988D+03  0.6926D+03
  0.1275D+02  0.1403D+01  0.5213D-01  0.6999D+03  0.6939D+03
  0.1277D+02  0.1402D+01  0.5228D-01  0.7010D+03  0.6941D+03
  0.1279D+02  0.1401D+01  0.5243D-01  0.7021D+03  0.6933D+03
  0.1281D+02  0.1400D+01  0.5259D-01  0.7032D+03  0.6934D+03
  0.1282D+02  0.1399D+01  0.5275D-01  0.7044D+03  0.6946D+03
  0.1284D+02  0.1398D+01  0.5291D-01  0.7057D+03  0.6955D+03
  0.1285D+02  0.1398D+01  0.5300D-01  0.7069D+03  0.6955D+03
  0.1287D+02  0.1397D+01  0.5317D-01  0.7083D+03  0.6960D+03
  0.1288D+02  0.1396D+01  0.5334D-01  0.7096D+03  0.6975D+03
  0.1290D+02  0.1395D+01  0.5352D-01  0.7111D+03  0.6989D+03
  0.1292D+02  0.1394D+01  0.5370D-01  0.7124D+03  0.6995D+03
  0.1294D+02  0.1394D+01  0.5389D-01  0.7139D+03  0.6996D+03
  0.1296D+02  0.1393D+01  0.5408D-01  0.7154D+03  0.7002D+03
  0.1297D+02  0.1392D+01  0.5427D-01  0.7170D+03  0.7015D+03
  0.1299D+02  0.1391D+01  0.5447D-01  0.7186D+03  0.7029D+03
  0.1300D+02  0.1390D+01  0.5457D-01  0.7203D+03  0.7042D+03
  0.1302D+02  0.1390D+01  0.5477D-01  0.7220D+03  0.7051D+03
  0.1304D+02  0.1389D+01  0.5498D-01  0.7236D+03  0.7060D+03
  0.1305D+02  0.1388D+01  0.5519D-01  0.7254D+03  0.7076D+03
  0.1307D+02  0.1387D+01  0.5541D-01  0.7272D+03  0.7094D+03
  0.1309D+02  0.1386D+01  0.5563D-01  0.7291D+03  0.7105D+03
  0.1311D+02  0.1385D+01  0.5585D-01  0.7310D+03  0.7111D+03
  0.1313D+02  0.1384D+01  0.5608D-01  0.7329D+03  0.7123D+03
  0.1314D+02  0.1383D+01  0.5619D-01  0.7348D+03  0.7146D+03
  0.1315D+02  0.1383D+01  0.5643D-01  0.7369D+03  0.7166D+03
  0.1317D+02  0.1382D+01  0.5667D-01  0.7389D+03  0.7179D+03
  0.1319D+02  0.1381D+01  0.5691D-01  0.7410D+03  0.7197D+03
  0.1321D+02  0.1380D+01  0.5716D-01  0.7432D+03  0.7226D+03
  0.1323D+02  0.1379D+01  0.5741D-01  0.7454D+03  0.7252D+03
  0.1325D+02  0.1378D+01  0.5767D-01  0.7477D+03  0.7267D+03
  0.1326D+02  0.1377D+01  0.5793D-01  0.7499D+03  0.7281D+03
  0.1328D+02  0.1376D+01  0.5819D-01  0.7522D+03  0.7306D+03
  0.1329D+02  0.1375D+01  0.5833D-01  0.7546D+03  0.7335D+03
  0.1331D+02  0.1374D+01  0.5860D-01  0.7570D+03  0.7360D+03
  0.1333D+02  0.1373D+01  0.5888D-01  0.7595D+03  0.7380D+03
  0.1335D+02  0.1372D+01  0.5916D-01  0.7621D+03  0.7406D+03
  0.1337D+02  0.1371D+01  0.5945D-01  0.7647D+03  0.7439D+03
  0.1339D+02  0.1370D+01  0.5974D-01  0.7672D+03  0.7471D+03
  0.1341D+02  0.1369D+01  0.6004D-01  0.7699D+03  0.7495D+03
  0.1343D+02  0.1368D+01  0.6035D-01  0.7726D+03  0.7520D+03
  0.1344D+02  0.1366D+01  0.6066D-01  0.7754D+03  0.7554D+03
  0.1345D+02  0.1366D+01  0.6081D-01  0.7783D+03  0.7593D+03
  0.1347D+02  0.1365D+01  0.6113D-01  0.7812D+03  0.7627D+03
  0.1349D+02  0.1364D+01  0.6146D-01  0.7840D+03  0.7658D+03
  0.1351D+02  0.1362D+01  0.6179D-01  0.7871D+03  0.7696D+03
  0.1353D+02  0.1361D+01  0.6213D-01  0.7902D+03  0.7741D+03
  0.1355D+02  0.1360D+01  0.6247D-01  0.7933D+03  0.7785D+03
  0.1357D+02  0.1359D+01  0.6282D-01  0.7966D+03  0.7824D+03
  0.1359D+02  0.1358D+01  0.6318D-01  0.7999D+03  0.7864D+03
  0.1361D+02  0.1356D+01  0.6354D-01  0.8033D+03  0.7907D+03
  0.1362D+02  0.1356D+01  0.6373D-01  0.8066D+03  0.7953D+03
  0.1364D+02  0.1354D+01  0.6411D-01  0.8101D+03  0.8001D+03
  0.1366D+02  0.1353D+01  0.6449D-01  0.8137D+03  0.8050D+03
  0.1368D+02  0.1352D+01  0.6489D-01  0.8174D+03  0.8095D+03
  0.1370D+02  0.1350D+01  0.6529D-01  0.8213D+03  0.8143D+03
  0.1372D+02  0.1349D+01  0.6571D-01  0.8252D+03  0.8201D+03
  0.1374D+02  0.1348D+01  0.6613D-01  0.8292D+03  0.8259D+03
  0.1376D+02  0.1346D+01  0.6657D-01  0.8331D+03  0.8305D+03
  0.1377D+02  0.1345D+01  0.6679D-01  0.8374D+03  0.8352D+03
  0.1379D+02  0.1344D+01  0.6724D-01  0.8417D+03  0.8416D+03
  0.1381D+02  0.1342D+01  0.6771D-01  0.8462D+03  0.8485D+03
  0.1383D+02  0.1341D+01  0.6819D-01  0.8509D+03  0.8526D+03
  0.1385D+02  0.1339D+01  0.6868D-01  0.8557D+03  0.8549D+03
  0.1387D+02  0.1338D+01  0.6919D-01  0.8604D+03  0.8596D+03
  0.1389D+02  0.1336D+01  0.6972D-01  0.8655D+03  0.8679D+03
  0.1391D+02  0.1334D+01  0.7026D-01  0.8708D+03  0.8769D+03
  0.1393D+02  0.1332D+01  0.7083D-01  0.8763D+03  0.8850D+03
  0.1394D+02  0.1332D+01  0.7112D-01  0.8821D+03  0.8938D+03
  0.1396D+02  0.1330D+01  0.7172D-01  0.8881D+03  0.9036D+03
  0.1398D+02  0.1328D+01  0.7234D-01  0.8943D+03  0.9127D+03
  0.1400D+02  0.1326D+01  0.7298D-01  0.9004D+03  0.9207D+03
  0.1402D+02  0.1324D+01  0.7366D-01  0.9072D+03  0.9291D+03
  0.1405D+02  0.1322D+01  0.7437D-01  0.9143D+03  0.9388D+03
  0.1407D+02  0.1320D+01  0.7511D-01  0.9218D+03  0.9490D+03
  0.1409D+02  0.1317D+01  0.7588D-01  0.9297D+03  0.9595D+03
  0.1411D+02  0.1315D+01  0.7670D-01  0.9379D+03  0.9701D+03
  0.1412D+02  0.1314D+01  0.7713D-01  0.9467D+03  0.9809D+03
  0.1414D+02  0.1312D+01  0.7802D-01  0.9555D+03  0.9924D+03
  0.1416D+02  0.1309D+01  0.7896D-01  0.9653D+03  0.1005D+04
  0.1418D+02  0.1306D+01  0.7996D-01  0.9757D+03  0.1019D+04
  0.1420D+02  0.1304D+01  0.8102D-01  0.9868D+03  0.1031D+04
  0.1423D+02  0.1301D+01  0.8216D-01  0.9987D+03  0.1044D+04
  0.1425D+02  0.1298D+01  0.8338D-01  0.1011D+04  0.1058D+04
  0.1427D+02  0.1295D+01  0.8470D-01  0.1024D+04  0.1075D+04
  0.1428D+02  0.1293D+01  0.8539D-01  0.1039D+04  0.1093D+04
  0.1430D+02  0.1290D+01  0.8687D-01  0.1055D+04  0.1108D+04
  0.1432D+02  0.1287D+01  0.8847D-01  0.1073D+04  0.1115D+04
  0.1435D+02  0.1283D+01  0.9021D-01  0.1091D+04  0.1135D+04
  0.1437D+02  0.1279D+01  0.9212D-01  0.1112D+04  0.1162D+04
  0.1439D+02  0.1275D+01  0.9422D-01  0.1135D+04  0.1187D+04
  0.1441D+02  0.1271D+01  0.9654D-01  0.1158D+04  0.1206D+04
  0.1443D+02  0.1267D+01  0.9911D-01  0.1186D+04  0.1226D+04
  0.1446D+02  0.1262D+01  0.1020D+00  0.1217D+04  0.1255D+04
  0.1447D+02  0.1260D+01  0.1043D+00  0.1251D+04  0.1291D+04
  0.1449D+02  0.1255D+01  0.1078D+00  0.1289D+04  0.1329D+04
  0.1451D+02  0.1250D+01  0.1118D+00  0.1332D+04  0.1373D+04
  0.1453D+02  0.1244D+01  0.1163D+00  0.1381D+04  0.1425D+04
  0.1456D+02  0.1238D+01  0.1215D+00  0.1434D+04  0.1481D+04
  0.1458D+02  0.1232D+01  0.1275D+00  0.1498D+04  0.1537D+04
  0.1460D+02  0.1225D+01  0.1344D+00  0.1571D+04  0.1603D+04
  0.1462D+02  0.1218D+01  0.1425D+00  0.1656D+04  0.1688D+04
  0.1465D+02  0.1210D+01  0.1520D+00  0.1755D+04  0.1787D+04
  0.1466D+02  0.1207D+01  0.1574D+00  0.1872D+04  0.1894D+04
  0.1468D+02  0.1199D+01  0.1696D+00  0.2001D+04  0.2016D+04
  0.1470D+02  0.1192D+01  0.1842D+00  0.2162D+04  0.2161D+04
  0.1473D+02  0.1186D+01  0.2014D+00  0.2352D+04  0.2328D+04
  0.1475D+02  0.1181D+01  0.2219D+00  0.2576D+04  0.2528D+04
  0.1477D+02  0.1179D+01  0.2460D+00  0.2840D+04  0.2774D+04
  0.1480D+02  0.1180D+01  0.2736D+00  0.3145D+04  0.3067D+04
  0.1482D+02  0.1188D+01  0.3042D+00  0.3488D+04  0.3394D+04
  0.1483D+02  0.1195D+01  0.3202D+00  0.3838D+04  0.3750D+04
  0.1485D+02  0.1216D+01  0.3519D+00  0.4206D+04  0.4111D+04
  0.1488D+02  0.1247D+01  0.3801D+00  0.4530D+04  0.4436D+04
  0.1490D+02  0.1287D+01  0.4001D+00  0.4756D+04  0.4698D+04
  0.1492D+02  0.1333D+01  0.4079D+00  0.4836D+04  0.4874D+04
  0.1495D+02  0.1379D+01  0.4018D+00  0.4752D+04  0.4843D+04
  0.1497D+02  0.1419D+01  0.3831D+00  0.4540D+04  0.4523D+04
  0.1500D+02  0.1450D+01  0.3561D+00  0.4223D+04  0.4183D+04
  0.1502D+02  0.1471D+01  0.3253D+00  0.3864D+04  0.3925D+04
  0.1503D+02  0.1477D+01  0.3098D+00  0.3507D+04  0.3673D+04
  0.1506D+02  0.1484D+01  0.2804D+00  0.3177D+04  0.3392D+04
  0.1508D+02  0.1485D+01  0.2542D+00  0.2888D+04  0.3103D+04
  0.1510D+02  0.1482D+01  0.2317D+00  0.2641D+04  0.2836D+04
  0.1513D+02  0.1476D+01  0.2129D+00  0.2443D+04  0.2596D+04
  0.1515D+02  0.1469D+01  0.1974D+00  0.2269D+04  0.2369D+04
  0.1518D+02  0.1461D+01  0.1846D+00  0.2125D+04  0.2160D+04
  0.1520D+02  0.1453D+01  0.1742D+00  0.2006D+04  0.1976D+04
  0.1523D+02  0.1445D+01  0.1658D+00  0.1908D+04  0.1822D+04
  0.1524D+02  0.1441D+01  0.1622D+00  0.1828D+04  0.1700D+04
  0.1526D+02  0.1433D+01  0.1560D+00  0.1762D+04  0.1611D+04
  0.1529D+02  0.1425D+01  0.1511D+00  0.1710D+04  0.1548D+04
  0.1531D+02  0.1417D+01  0.1472D+00  0.1666D+04  0.1501D+04
  0.1534D+02  0.1410D+01  0.1441D+00  0.1631D+04  0.1469D+04
  0.1536D+02  0.1403D+01  0.1417D+00  0.1603D+04  0.1451D+04
  0.1539D+02  0.1396D+01  0.1400D+00  0.1581D+04  0.1445D+04
  0.1541D+02  0.1390D+01  0.1388D+00  0.1565D+04  0.1446D+04
  0.1543D+02  0.1387D+01  0.1384D+00  0.1555D+04  0.1449D+04
  0.1545D+02  0.1381D+01  0.1379D+00  0.1548D+04  0.1457D+04
  0.1548D+02  0.1375D+01  0.1378D+00  0.1545D+04  0.1473D+04
  0.1550D+02  0.1369D+01  0.1381D+00  0.1546D+04  0.1494D+04
  0.1553D+02  0.1363D+01  0.1387D+00  0.1551D+04  0.1516D+04
  0.1555D+02  0.1358D+01  0.1397D+00  0.1559D+04  0.1538D+04
  0.1558D+02  0.1353D+01  0.1410D+00  0.1570D+04  0.1563D+04
  0.1560D+02  0.1347D+01  0.1426D+00  0.1583D+04  0.1593D+04
  0.1563D+02  0.1342D+01  0.1445D+00  0.1600D+04  0.1629D+04
  0.1564D+02  0.1340D+01  0.1455D+00  0.1619D+04  0.1665D+04
  0.1567D+02  0.1335D+01  0.1479D+00  0.1642D+04  0.1701D+04
  0.1569D+02  0.1330D+01  0.1505D+00  0.1667D+04  0.1734D+04
  0.1572D+02  0.1325D+01  0.1535D+00  0.1696D+04  0.1766D+04
  0.1575D+02  0.1320D+01  0.1567D+00  0.1727D+04  0.1801D+04
  0.1577D+02  0.1316D+01  0.1603D+00  0.1760D+04  0.1843D+04
  0.1580D+02  0.1311D+01  0.1642D+00  0.1798D+04  0.1890D+04
  0.1583D+02  0.1307D+01  0.1685D+00  0.1839D+04  0.1939D+04
  0.1585D+02  0.1302D+01  0.1732D+00  0.1883D+04  0.1988D+04
  0.1587D+02  0.1300D+01  0.1756D+00  0.1932D+04  0.2035D+04
  0.1589D+02  0.1296D+01  0.1809D+00  0.1984D+04  0.2077D+04
  0.1592D+02  0.1292D+01  0.1865D+00  0.2037D+04  0.2116D+04
  0.1595D+02  0.1288D+01  0.1926D+00  0.2097D+04  0.2156D+04
  0.1597D+02  0.1285D+01  0.1992D+00  0.2161D+04  0.2203D+04
  0.1600D+02  0.1282D+01  0.2062D+00  0.2230D+04  0.2255D+04
  0.1603D+02  0.1279D+01  0.2138D+00  0.2304D+04  0.2311D+04
  0.1606D+02  0.1276D+01  0.2218D+00  0.2383D+04  0.2367D+04
  0.1608D+02  0.1274D+01  0.2304D+00  0.2467D+04  0.2423D+04
  0.1610D+02  0.1273D+01  0.2349D+00  0.2551D+04  0.2476D+04
  0.1612D+02  0.1271D+01  0.2442D+00  0.2645D+04  0.2531D+04
  0.1615D+02  0.1271D+01  0.2541D+00  0.2744D+04  0.2599D+04
  0.1618D+02  0.1271D+01  0.2645D+00  0.2849D+04  0.2684D+04
  0.1621D+02  0.1271D+01  0.2754D+00  0.2957D+04  0.2783D+04
  0.1624D+02  0.1273D+01  0.2866D+00  0.3071D+04  0.2888D+04
  0.1626D+02  0.1276D+01  0.2983D+00  0.3187D+04  0.3001D+04
  0.1629D+02  0.1280D+01  0.3101D+00  0.3300D+04  0.3125D+04
  0.1631D+02  0.1282D+01  0.3161D+00  0.3421D+04  0.3264D+04
  0.1633D+02  0.1288D+01  0.3281D+00  0.3543D+04  0.3419D+04
  0.1636D+02  0.1295D+01  0.3399D+00  0.3662D+04  0.3588D+04
  0.1639D+02  0.1304D+01  0.3514D+00  0.3779D+04  0.3770D+04
  0.1642D+02  0.1314D+01  0.3624D+00  0.3890D+04  0.3962D+04
  0.1645D+02  0.1325D+01  0.3726D+00  0.3987D+04  0.4159D+04
  0.1648D+02  0.1338D+01  0.3818D+00  0.4080D+04  0.4355D+04
  0.1651D+02  0.1352D+01  0.3897D+00  0.4159D+04  0.4539D+04
  0.1653D+02  0.1367D+01  0.3962D+00  0.4224D+04  0.4700D+04
  0.1655D+02  0.1375D+01  0.3988D+00  0.4270D+04  0.4828D+04
  0.1658D+02  0.1392D+01  0.4027D+00  0.4298D+04  0.4910D+04
  0.1661D+02  0.1408D+01  0.4047D+00  0.4306D+04  0.4934D+04
  0.1664D+02  0.1425D+01  0.4048D+00  0.4295D+04  0.4891D+04
  0.1667D+02  0.1442D+01  0.4029D+00  0.4263D+04  0.4774D+04
  0.1670D+02  0.1459D+01  0.3991D+00  0.4212D+04  0.4591D+04
  0.1673D+02  0.1474D+01  0.3935D+00  0.4144D+04  0.4364D+04
  0.1676D+02  0.1489D+01  0.3864D+00  0.4061D+04  0.4118D+04
  0.1679D+02  0.1502D+01  0.3780D+00  0.3964D+04  0.3874D+04
  0.1680D+02  0.1508D+01  0.3733D+00  0.3857D+04  0.3650D+04
  0.1683D+02  0.1520D+01  0.3632D+00  0.3749D+04  0.3455D+04
  0.1686D+02  0.1530D+01  0.3524D+00  0.3629D+04  0.3292D+04
  0.1689D+02  0.1538D+01  0.3411D+00  0.3506D+04  0.3153D+04
  0.1692D+02  0.1545D+01  0.3295D+00  0.3381D+04  0.3034D+04
  0.1695D+02  0.1551D+01  0.3179D+00  0.3258D+04  0.2928D+04
  0.1698D+02  0.1555D+01  0.3063D+00  0.3136D+04  0.2830D+04
  0.1701D+02  0.1559D+01  0.2949D+00  0.3023D+04  0.2741D+04
