Calculated for E||b from oscillators in table 1 of Aronson et al., Appl. Opt. 22,
4093-4098, 1983.
  frequency  calc. ref.  real index  imag. index
 3.6467E+03  9.2743E-03  1.1939E+00   8.4251E-02
 3.6487E+03  9.4937E-03  1.1982E+00   8.1506E-02
 3.6506E+03  9.7190E-03  1.2024E+00   7.8877E-02
 3.6525E+03  9.9482E-03  1.2065E+00   7.6372E-02
 3.6544E+03  1.0180E-02  1.2105E+00   7.3981E-02
 3.6564E+03  1.0415E-02  1.2144E+00   7.1700E-02
 3.6583E+03  1.0651E-02  1.2182E+00   6.9521E-02
 3.6602E+03  1.0888E-02  1.2219E+00   6.7438E-02
 3.6622E+03  1.1124E-02  1.2255E+00   6.5456E-02
 3.6641E+03  1.1362E-02  1.2290E+00   6.3550E-02
 3.6660E+03  1.1599E-02  1.2325E+00   6.1724E-02
 3.6679E+03  1.1835E-02  1.2358E+00   5.9975E-02
 3.6699E+03  1.2071E-02  1.2391E+00   5.8299E-02
 3.6718E+03  1.2305E-02  1.2423E+00   5.6691E-02
 3.6737E+03  1.2536E-02  1.2454E+00   5.5156E-02
 3.6757E+03  1.2767E-02  1.2484E+00   5.3674E-02
 3.6776E+03  1.2996E-02  1.2514E+00   5.2251E-02
 3.6795E+03  1.3223E-02  1.2542E+00   5.0882E-02
 3.6814E+03  1.3448E-02  1.2571E+00   4.9567E-02
 3.6834E+03  1.3671E-02  1.2598E+00   4.8301E-02
 3.6853E+03  1.3892E-02  1.2625E+00   4.7083E-02
 3.6872E+03  1.4109E-02  1.2652E+00   4.5916E-02
 3.6892E+03  1.4324E-02  1.2677E+00   4.4785E-02
 3.6911E+03  1.4537E-02  1.2703E+00   4.3696E-02
 3.6930E+03  1.4748E-02  1.2727E+00   4.2645E-02
 3.6949E+03  1.4956E-02  1.2752E+00   4.1632E-02
 3.6969E+03  1.5162E-02  1.2775E+00   4.0654E-02
 3.6988E+03  1.5363E-02  1.2798E+00   3.9714E-02
 3.7007E+03  1.5564E-02  1.2821E+00   3.8802E-02
 3.7027E+03  1.5761E-02  1.2843E+00   3.7921E-02
 3.7046E+03  1.5956E-02  1.2865E+00   3.7070E-02
 3.7065E+03  1.6149E-02  1.2886E+00   3.6246E-02
 3.7084E+03  1.6339E-02  1.2907E+00   3.5450E-02
 3.7104E+03  1.6526E-02  1.2927E+00   3.4679E-02
 3.7123E+03  1.6710E-02  1.2947E+00   3.3937E-02
 3.7142E+03  1.6892E-02  1.2967E+00   3.3214E-02
 3.7162E+03  1.7072E-02  1.2986E+00   3.2515E-02
 3.7181E+03  1.7249E-02  1.3005E+00   3.1837E-02
 3.7200E+03  1.7424E-02  1.3023E+00   3.1180E-02
 3.7219E+03  1.7596E-02  1.3041E+00   3.0543E-02
 3.7239E+03  1.7765E-02  1.3059E+00   2.9928E-02
 3.7258E+03  1.7933E-02  1.3077E+00   2.9328E-02
 3.7277E+03  1.8098E-02  1.3094E+00   2.8747E-02
 3.7297E+03  1.8261E-02  1.3110E+00   2.8182E-02
 3.7316E+03  1.8422E-02  1.3127E+00   2.7634E-02
 3.7335E+03  1.8580E-02  1.3143E+00   2.7101E-02
 3.7354E+03  1.8737E-02  1.3159E+00   2.6584E-02
 3.7374E+03  1.8890E-02  1.3175E+00   2.6084E-02
 3.7393E+03  1.9042E-02  1.3190E+00   2.5595E-02
 3.7412E+03  1.9192E-02  1.3205E+00   2.5120E-02
 3.7432E+03  1.9340E-02  1.3220E+00   2.4658E-02
 3.7451E+03  1.9486E-02  1.3234E+00   2.4209E-02
 3.7470E+03  1.9630E-02  1.3249E+00   2.3772E-02
 3.7489E+03  1.9771E-02  1.3263E+00   2.3348E-02
 3.7509E+03  1.9911E-02  1.3277E+00   2.2934E-02
 3.7528E+03  2.0049E-02  1.3290E+00   2.2530E-02
 3.7547E+03  2.0185E-02  1.3304E+00   2.2137E-02
 3.7567E+03  2.0319E-02  1.3317E+00   2.1754E-02
 3.7586E+03  2.0452E-02  1.3330E+00   2.1381E-02
 3.7605E+03  2.0582E-02  1.3342E+00   2.1018E-02
 3.7624E+03  2.0711E-02  1.3355E+00   2.0665E-02
 3.7644E+03  2.0838E-02  1.3367E+00   2.0320E-02
 3.7663E+03  2.0964E-02  1.3379E+00   1.9983E-02
 3.7682E+03  2.1088E-02  1.3391E+00   1.9654E-02
 3.7702E+03  2.1210E-02  1.3403E+00   1.9334E-02
 3.7721E+03  2.1331E-02  1.3415E+00   1.9021E-02
 3.7740E+03  2.1449E-02  1.3426E+00   1.8717E-02
 3.7759E+03  2.1567E-02  1.3437E+00   1.8419E-02
 3.7779E+03  2.1683E-02  1.3448E+00   1.8128E-02
 3.7798E+03  2.1797E-02  1.3459E+00   1.7844E-02
 3.7817E+03  2.1910E-02  1.3470E+00   1.7566E-02
 3.7837E+03  2.2022E-02  1.3480E+00   1.7295E-02
 3.7856E+03  2.2132E-02  1.3491E+00   1.7030E-02
 3.7875E+03  2.2241E-02  1.3501E+00   1.6772E-02
 3.7894E+03  2.2348E-02  1.3511E+00   1.6519E-02
 3.7914E+03  2.2454E-02  1.3521E+00   1.6272E-02
 3.7933E+03  2.2559E-02  1.3531E+00   1.6030E-02
 3.7952E+03  2.2663E-02  1.3540E+00   1.5793E-02
 3.7972E+03  2.2765E-02  1.3550E+00   1.5562E-02
 3.7991E+03  2.2865E-02  1.3559E+00   1.5336E-02
